name, type, manufacturer, barcode, price
Dishwasher,Office Supplies,Dell,1993123937,600.9963750839233
Refrigerator,Home Supplies,Dell,1360812132,678.7283420562744
TV,Home Appliances,Dell,1839124801,302.8823137283325
Sound System,Office Supplies,Dell,1134908067,467.71830320358276
Microwave,Home Appliances,Dell,1864224681,784.7790122032166
Oven,Food,Dell,1499936812,451.8817663192749
Electric Kettle,Personal Gadget,Dell,1111929397,659.2200398445129
Coffee Maker,Home Appliances,Dell,1523019817,199.14066791534424
Heater,Office Supplies,Dell,1044291390,767.9178714752197
Humidifier,Personal Gadget,Dell,1489258323,267.1934962272644
Gaming Console,Home Appliances,Dell,1072310224,74.94211196899414
Pen,Home Appliances,Dell,1487784524,826.002299785614
Pencil,Home Supplies,Dell,1559491070,381.43110275268555
Notepad,Office Supplies,Dell,1556724004,11.008799076080322
Sticky Notes,Personal Gadget,Dell,1668822824,527.1532535552979
Calendar,Home Appliances,Dell,1636324719,573.8635063171387
Planner,Home Appliances,Dell,1816326138,58.65979194641113
Highlighter,Home Appliances,Dell,1623669163,343.8674807548523
Sharpener,Personal Gadget,Dell,1188049716,539.6066904067993
Notebook,Food,Dell,1611239799,913.9029383659363
Journal,Home Appliances,Dell,1069817182,717.9813981056213
Diary,Personal Gadget,Dell,1699564467,320.3461170196533
Printer,Office Supplies,Dell,1443620458,749.9883770942688
Trashcan,Food,Dell,1516267986,563.9134645462036
Chair,Personal Gadget,Dell,1000420904,104.39491271972656
Tape,Home Supplies,Dell,1055763354,899.8162150382996
Eraser,Office Supplies,Dell,1000983905,767.9974436759949
Iphone X,Office Supplies,HP,1621818605,458.8426351547241
Ipad Pro,Personal Gadget,HP,1144586747,966.9597744941711
Macbook Pro,Personal Gadget,HP,1346249370,9.525954723358154
XPS 13,Office Supplies,HP,1155980739,975.1303791999817
Noise Cancelling Series 2,Food,HP,1948549139,364.4918203353882
Inspiron,Office Supplies,HP,1315457165,254.73743677139282
Macbook Air,Home Supplies,HP,1461545924,916.1388278007507
Chips,Food,HP,1792491266,363.3694648742676
Milk,Food,HP,1585951665,168.340265750885
Yoghurt,Home Supplies,HP,1823068386,850.7970571517944
Cheese,Office Supplies,HP,1051366757,537.8406643867493
Chicken Breast,Home Supplies,HP,1432909309,987.5109791755676
Frozen Pizza,Home Supplies,HP,1892951569,523.0621099472046
Bagels,Personal Gadget,HP,1257510125,232.01030492782593
Bread,Office Supplies,HP,1332247828,986.3516688346863
Cookies,Food,HP,1764920223,114.66169357299805
Sparkling Water,Office Supplies,HP,1048810953,441.15495681762695
Energy Drink,Personal Gadget,HP,1833853404,841.7770862579346
Soda,Personal Gadget,HP,1008316618,66.65712594985962
Root Beer,Office Supplies,HP,1679037367,694.4678425788879
Juice,Home Supplies,HP,1775167803,643.2009935379028
Toilet Paper,Office Supplies,HP,1814258680,893.483579158783
Tooth Brush,Home Appliances,HP,1876518148,681.9974780082703
Mouthwash,Food,HP,1383577762,344.93231773376465
Toothpaste,Home Supplies,HP,1433831596,947.6327896118164
Soap,Home Supplies,HP,1320526621,784.4131588935852
Shampoo,Home Supplies,HP,1962031575,92.63437986373901
Shower Gel,Home Appliances,HP,1477234565,651.2128710746765
Dish Soap,Office Supplies,HP,1119994429,756.478488445282
Towels,Food,HP,1929456227,292.99038648605347
Cutlery,Home Appliances,HP,1835274865,759.1359615325928
Sanitizer,Home Supplies,HP,1954130504,208.5857391357422
Laundry Detergent,Office Supplies,HP,1816806439,739.4103407859802
Fabric Softener,Home Appliances,HP,1803726422,256.65515661239624
Dishwasher,Personal Gadget,HP,1098809435,64.40138816833496
Refrigerator,Food,HP,1992212461,505.7944059371948
TV,Personal Gadget,HP,1154802916,147.52495288848877
Sound System,Personal Gadget,HP,1752618748,483.32685232162476
Microwave,Home Appliances,HP,1900620584,553.371787071228
Oven,Home Supplies,HP,1033074862,441.29717350006104
Electric Kettle,Food,HP,1828459641,798.6331582069397
Coffee Maker,Office Supplies,HP,1539750096,236.33313179016113
Heater,Home Appliances,HP,1729663635,455.34950494766235
Humidifier,Food,HP,1099775161,992.4606680870056
Gaming Console,Home Appliances,HP,1262192474,667.4395799636841
Pen,Food,HP,1959086593,750.8412599563599
Pencil,Home Supplies,HP,1680229500,161.07666492462158
Notepad,Office Supplies,HP,1518932034,316.54125452041626
Sticky Notes,Office Supplies,HP,1689405467,186.8441104888916
Calendar,Office Supplies,HP,1685860788,889.2444372177124
Planner,Food,HP,1833598212,15.197932720184326
Highlighter,Food,HP,1214372941,352.3302674293518
Sharpener,Office Supplies,HP,1410731522,820.6979036331177
Notebook,Food,HP,1675615884,223.62005710601807
Journal,Home Appliances,HP,1398611805,254.461407661438
Diary,Home Appliances,HP,1521824487,812.6312494277954
Printer,Home Supplies,HP,1631398648,203.69893312454224
Trashcan,Office Supplies,HP,1932452663,545.2897548675537
Chair,Office Supplies,HP,1777213299,172.9864478111267
Tape,Home Appliances,HP,1037615585,310.2760314941406
Eraser,Food,HP,1942693397,160.7140302658081
Iphone X,Home Supplies,Lays,1796656030,44.676125049591064
Ipad Pro,Home Appliances,Lays,1776661693,628.1542181968689
Macbook Pro,Office Supplies,Lays,1359090011,244.17394399642944
XPS 13,Home Supplies,Lays,1208782575,215.66414833068848
Noise Cancelling Series 2,Home Appliances,Lays,1512229787,179.06492948532104
Inspiron,Home Supplies,Lays,1777047223,814.1536116600037
Macbook Air,Home Supplies,Lays,1700401252,986.9288206100464
Chips,Food,Lays,1347693411,779.2138457298279
Milk,Home Appliances,Lays,1726469567,551.5453815460205
Yoghurt,Office Supplies,Lays,1780895397,824.9417543411255
Cheese,Home Appliances,Lays,1274589619,861.8483543395996
Chicken Breast,Home Appliances,Lays,1254041220,64.8544430732727
Frozen Pizza,Personal Gadget,Lays,1746555871,961.3146781921387
Bagels,Home Supplies,Lays,1921061985,904.3546319007874
Bread,Office Supplies,Lays,1021317446,374.70656633377075
Cookies,Food,Lays,1901132612,924.5753288269043
Sparkling Water,Home Appliances,Lays,1832250390,153.69892120361328
Energy Drink,Personal Gadget,Lays,1183785489,438.32916021347046
Soda,Home Supplies,Lays,1729365562,174.41260814666748
Root Beer,Food,Lays,1481361631,218.16545724868774
Juice,Office Supplies,Lays,1539130277,697.6540088653564
Toilet Paper,Home Supplies,Lays,1815677810,682.6770901679993
Tooth Brush,Home Supplies,Lays,1853970099,256.77579641342163
Mouthwash,Personal Gadget,Lays,1296355175,34.29287672042847
Toothpaste,Food,Lays,1143396941,849.1760492324829
Soap,Home Appliances,Lays,1126597347,939.5745992660522
Shampoo,Home Appliances,Lays,1361305653,996.8464374542236
Shower Gel,Home Appliances,Lays,1992112780,66.85805320739746
Dish Soap,Home Supplies,Lays,1477147203,220.9644913673401
Towels,Home Appliances,Lays,1174763429,396.90953493118286
Cutlery,Office Supplies,Lays,1745897224,697.8518962860107
Sanitizer,Food,Lays,1649425453,716.7208194732666
Laundry Detergent,Office Supplies,Lays,1082096310,571.8445181846619
Fabric Softener,Office Supplies,Lays,1126134665,126.85596942901611
Dishwasher,Home Supplies,Lays,1961470168,478.5352349281311
Refrigerator,Office Supplies,Lays,1186147082,36.750733852386475
TV,Home Supplies,Lays,1450093942,53.87049913406372
Sound System,Home Appliances,Lays,1916988069,803.5193085670471
Microwave,Food,Lays,1381723261,485.74334383010864
Oven,Food,Lays,1505430623,467.25350618362427
Electric Kettle,Home Supplies,Lays,1260375711,810.6948733329773
Coffee Maker,Home Supplies,Lays,1216799643,544.2246794700623
Heater,Personal Gadget,Lays,1064737744,615.4014468193054
Humidifier,Office Supplies,Lays,1832831140,419.1761612892151
Gaming Console,Food,Lays,1946344526,907.7026844024658
Pen,Home Supplies,Lays,1587941519,904.9964547157288
Pencil,Home Appliances,Lays,1533210344,152.5471806526184
Notepad,Personal Gadget,Lays,1725215823,154.09719944000244
Sticky Notes,Home Appliances,Lays,1628777371,192.57444143295288
Calendar,Personal Gadget,Lays,1169374447,468.00321340560913
Planner,Personal Gadget,Lays,1002426162,999.8906254768372
Highlighter,Home Supplies,Lays,1305711475,82.85766839981079
Sharpener,Office Supplies,Lays,1437705046,834.3545198440552
Notebook,Home Appliances,Lays,1173428634,647.2195982933044
Journal,Office Supplies,Lays,1488862860,454.40155267715454
Diary,Personal Gadget,Lays,1381457368,558.7911009788513
Printer,Personal Gadget,Lays,1511813372,969.7677493095398
Trashcan,Personal Gadget,Lays,1977930214,308.28315019607544
Chair,Food,Lays,1514544670,812.7171993255615
Tape,Office Supplies,Lays,1234722061,476.8632650375366
Eraser,Home Appliances,Lays,1512066899,97.43791818618774
Iphone X,Home Supplies,Ruffles,1620344219,549.4997501373291
Ipad Pro,Home Supplies,Ruffles,1185741412,438.7016296386719
Macbook Pro,Home Supplies,Ruffles,1042980767,506.63232803344727
XPS 13,Food,Ruffles,1315356362,603.8293838500977
Noise Cancelling Series 2,Office Supplies,Ruffles,1056269515,523.1793522834778
Inspiron,Food,Ruffles,1269333707,310.2768063545227
Macbook Air,Home Supplies,Ruffles,1079839293,584.7918391227722
Chips,Food,Ruffles,1664324179,79.14447784423828
Milk,Home Supplies,Ruffles,1631534817,489.95888233184814
Yoghurt,Home Appliances,Ruffles,1516142650,477.68521308898926
Cheese,Home Supplies,Ruffles,1076229609,372.16275930404663
Chicken Breast,Personal Gadget,Ruffles,1941122649,887.0750069618225
Frozen Pizza,Office Supplies,Ruffles,1835309064,393.49663257598877
Bagels,Home Appliances,Ruffles,1887748694,311.63185834884644
Bread,Food,Ruffles,1380091243,740.3486371040344
Cookies,Food,Ruffles,1905711535,789.2187237739563
Sparkling Water,Office Supplies,Ruffles,1551053690,118.89898777008057
Energy Drink,Food,Ruffles,1531800819,897.2941040992737
Soda,Personal Gadget,Ruffles,1842791498,994.8728084564209
Root Beer,Home Supplies,Ruffles,1193403804,293.1380867958069
Juice,Home Appliances,Ruffles,1702808291,255.465567111969
Toilet Paper,Food,Ruffles,1320543739,438.9752745628357
Tooth Brush,Home Appliances,Ruffles,1681826980,464.46651220321655
Mouthwash,Food,Ruffles,1601718532,792.4492955207825
Toothpaste,Home Appliances,Ruffles,1406214869,622.8183507919312
Soap,Home Supplies,Ruffles,1518267773,80.21771907806396
Shampoo,Home Appliances,Ruffles,1921887421,290.27843475341797
Shower Gel,Personal Gadget,Ruffles,1713203096,497.9974031448364
Dish Soap,Home Supplies,Ruffles,1476850661,39.20304775238037
Towels,Personal Gadget,Ruffles,1675611809,115.48042297363281
Cutlery,Home Appliances,Ruffles,1400152477,734.1284155845642
Sanitizer,Home Supplies,Ruffles,1198737112,621.0842728614807
Laundry Detergent,Office Supplies,Ruffles,1422852918,811.7309808731079
Fabric Softener,Food,Ruffles,1162127386,172.0249056816101
Dishwasher,Home Appliances,Ruffles,1736730723,91.52859449386597
Refrigerator,Office Supplies,Ruffles,1224932854,262.88193464279175
TV,Personal Gadget,Ruffles,1854483443,210.55442094802856
Sound System,Food,Ruffles,1843237420,574.4417309761047
Microwave,Personal Gadget,Ruffles,1117439275,343.0481553077698
Oven,Home Appliances,Ruffles,1749598115,988.5774850845337
Electric Kettle,Food,Ruffles,1580194569,752.4451613426208
Coffee Maker,Home Supplies,Ruffles,1283700607,769.290566444397
Heater,Office Supplies,Ruffles,1213661965,6.698131561279297
Humidifier,Home Appliances,Ruffles,1130829196,120.4596757888794
Gaming Console,Food,Ruffles,1526922575,463.97316455841064
Pen,Home Appliances,Ruffles,1516918250,383.61358642578125
Pencil,Home Supplies,Ruffles,1072812086,264.36495780944824
Notepad,Personal Gadget,Ruffles,1398153189,371.07133865356445
Sticky Notes,Personal Gadget,Ruffles,1021748250,420.4583168029785
Calendar,Personal Gadget,Ruffles,1857897582,218.62322092056274
Planner,Personal Gadget,Ruffles,1352965954,326.9232511520386
Highlighter,Food,Ruffles,1738240314,555.7162165641785
Sharpener,Home Supplies,Ruffles,1902728655,764.0945911407471
Notebook,Home Appliances,Ruffles,1457411729,238.65294456481934
Journal,Home Appliances,Ruffles,1846521706,175.5087375640869
Diary,Personal Gadget,Ruffles,1233058485,773.0225920677185
Printer,Personal Gadget,Ruffles,1388618087,93.12349557876587
Trashcan,Home Supplies,Ruffles,1295872963,405.4993987083435
Chair,Personal Gadget,Ruffles,1840277132,270.53552865982056
Tape,Food,Ruffles,1654944431,622.9296326637268
Eraser,Home Supplies,Ruffles,1630360364,583.6590528488159
Iphone X,Personal Gadget,Doritos,1097663144,29.572606086730957
Ipad Pro,Home Supplies,Doritos,1493109514,555.391788482666
Macbook Pro,Food,Doritos,1170916057,743.3778643608093
XPS 13,Food,Doritos,1391648423,456.7439556121826
Noise Cancelling Series 2,Office Supplies,Doritos,1210140686,161.81164979934692
Inspiron,Home Appliances,Doritos,1077479452,98.35052490234375
Macbook Air,Home Appliances,Doritos,1137653922,190.14763832092285
Chips,Home Supplies,Doritos,1361511636,435.4424476623535
Milk,Office Supplies,Doritos,1836271208,434.110164642334
Yoghurt,Personal Gadget,Doritos,1627269473,14.083623886108398
Cheese,Office Supplies,Doritos,1778929621,958.7043523788452
Chicken Breast,Food,Doritos,1188805070,650.2526998519897
Frozen Pizza,Personal Gadget,Doritos,1135804479,671.0362434387207
Bagels,Food,Doritos,1262007457,885.2677941322327
Bread,Office Supplies,Doritos,1428861709,252.5736689567566
Cookies,Personal Gadget,Doritos,1446638722,45.848190784454346
Sparkling Water,Food,Doritos,1617147540,541.9207811355591
Energy Drink,Personal Gadget,Doritos,1216314400,765.1248574256897
Soda,Personal Gadget,Doritos,1197230644,939.6824836730957
Root Beer,Personal Gadget,Doritos,1384199762,718.1321978569031
Juice,Personal Gadget,Doritos,1930560323,499.9263882637024
Toilet Paper,Office Supplies,Doritos,1393454064,983.3375811576843
Tooth Brush,Office Supplies,Doritos,1367186039,6.267666816711426
Mouthwash,Office Supplies,Doritos,1504083454,767.8192257881165
Toothpaste,Home Appliances,Doritos,1643026210,263.49812746047974
Soap,Food,Doritos,1083152353,400.63637495040894
Shampoo,Office Supplies,Doritos,1571031027,717.3665761947632
Shower Gel,Home Supplies,Doritos,1715163890,195.23125886917114
Dish Soap,Food,Doritos,1826127232,135.63799858093262
Towels,Home Supplies,Doritos,1336392168,461.4517092704773
Cutlery,Food,Doritos,1806370196,623.5684156417847
Sanitizer,Home Appliances,Doritos,1054198913,80.72406053543091
Laundry Detergent,Personal Gadget,Doritos,1320479635,527.7310013771057
Fabric Softener,Home Supplies,Doritos,1373679595,379.38040494918823
Dishwasher,Home Appliances,Doritos,1652758831,515.6201124191284
Refrigerator,Home Supplies,Doritos,1743777686,796.1355447769165
TV,Office Supplies,Doritos,1353762316,157.19366073608398
Sound System,Home Supplies,Doritos,1318315518,56.813836097717285
Microwave,Food,Doritos,1628093247,921.6427803039551
Oven,Home Supplies,Doritos,1659883918,274.8749256134033
Electric Kettle,Office Supplies,Doritos,1784097125,522.0012068748474
Coffee Maker,Office Supplies,Doritos,1492496187,887.9293203353882
Heater,Personal Gadget,Doritos,1484333053,766.1309838294983
Humidifier,Office Supplies,Doritos,1119261361,431.7469000816345
Gaming Console,Personal Gadget,Doritos,1616516758,420.1911687850952
Pen,Home Supplies,Doritos,1491605596,423.3458638191223
Pencil,Personal Gadget,Doritos,1383748032,365.5690550804138
Notepad,Office Supplies,Doritos,1264932312,668.333113193512
Sticky Notes,Office Supplies,Doritos,1597482196,478.72936725616455
Calendar,Home Appliances,Doritos,1260850741,985.098659992218
Planner,Food,Doritos,1319733903,22.414326667785645
Highlighter,Office Supplies,Doritos,1227634283,25.728702545166016
Sharpener,Home Supplies,Doritos,1630888654,883.6629390716553
Notebook,Home Appliances,Doritos,1438430839,712.1866941452026
Journal,Personal Gadget,Doritos,1850342654,97.36025333404541
Diary,Home Appliances,Doritos,1671603491,953.6582827568054
Printer,Food,Doritos,1478725026,762.2748613357544
Trashcan,Home Appliances,Doritos,1300720282,189.8006796836853
Chair,Office Supplies,Doritos,1198024662,589.2075300216675
Tape,Office Supplies,Doritos,1295048426,853.4732460975647
Eraser,Office Supplies,Doritos,1710529086,957.9928517341614
Iphone X,Office Supplies,Chobani,1747483773,769.4393396377563
Ipad Pro,Home Supplies,Chobani,1035681782,932.3332905769348
Macbook Pro,Home Appliances,Chobani,1348820412,522.2578048706055
XPS 13,Personal Gadget,Chobani,1148006287,260.095477104187
Noise Cancelling Series 2,Home Supplies,Chobani,1898931765,922.4740862846375
Inspiron,Home Supplies,Chobani,1826981424,933.6655139923096
Macbook Air,Food,Chobani,1261202415,376.2475252151489
Chips,Food,Chobani,1114657759,502.79587507247925
Milk,Personal Gadget,Chobani,1041463222,486.3230586051941
Yoghurt,Personal Gadget,Chobani,1417984026,514.2309069633484
Cheese,Food,Chobani,1012401214,863.9927506446838
Chicken Breast,Home Appliances,Chobani,1644988497,332.07422494888306
Frozen Pizza,Office Supplies,Chobani,1855231240,460.24763584136963
Bagels,Personal Gadget,Chobani,1687487166,194.7607398033142
Bread,Personal Gadget,Chobani,1989242350,793.1727766990662
Cookies,Home Appliances,Chobani,1433844210,853.6679744720459
Sparkling Water,Home Supplies,Chobani,1084207195,86.88634634017944
Energy Drink,Home Appliances,Chobani,1455091622,70.50204277038574
Soda,Personal Gadget,Chobani,1668730891,389.6958827972412
Root Beer,Office Supplies,Chobani,1713651294,821.9184875488281
Juice,Food,Chobani,1068207009,315.9916400909424
Toilet Paper,Personal Gadget,Chobani,1518846036,357.2956323623657
Tooth Brush,Home Supplies,Chobani,1628555794,783.6955189704895
Mouthwash,Food,Chobani,1435811130,506.71154260635376
Toothpaste,Personal Gadget,Chobani,1846382913,388.43733072280884
Soap,Office Supplies,Chobani,1648428467,459.1473937034607
Shampoo,Home Supplies,Chobani,1063279029,274.2592692375183
Shower Gel,Home Supplies,Chobani,1102226737,884.5382928848267
Dish Soap,Food,Chobani,1862973069,201.41607522964478
Towels,Personal Gadget,Chobani,1595174433,906.932532787323
Cutlery,Office Supplies,Chobani,1196864980,163.20538520812988
Sanitizer,Home Supplies,Chobani,1343915767,339.74283933639526
Laundry Detergent,Food,Chobani,1658640150,319.8475241661072
Fabric Softener,Personal Gadget,Chobani,1696863218,448.53609800338745
Dishwasher,Office Supplies,Chobani,1725370048,167.94615983963013
Refrigerator,Personal Gadget,Chobani,1875891064,633.3099007606506
TV,Office Supplies,Chobani,1314519191,984.3694567680359
Sound System,Home Appliances,Chobani,1453024895,32.64874219894409
Microwave,Food,Chobani,1698025568,424.4557023048401
Oven,Home Supplies,Chobani,1770966002,499.0881681442261
Electric Kettle,Food,Chobani,1831134445,232.88559913635254
Coffee Maker,Home Supplies,Chobani,1525633148,421.59944772720337
Heater,Home Supplies,Chobani,1050612209,873.5849261283875
Humidifier,Personal Gadget,Chobani,1089868913,861.1307144165039
Gaming Console,Home Appliances,Chobani,1070633431,300.4961609840393
Pen,Food,Chobani,1980399239,693.0211186408997
Pencil,Office Supplies,Chobani,1341937339,387.44425773620605
Notepad,Office Supplies,Chobani,1781026900,330.87462186813354
Sticky Notes,Personal Gadget,Chobani,1368325879,791.7370796203613
Calendar,Office Supplies,Chobani,1225485544,945.8091855049133
Planner,Home Supplies,Chobani,1112391383,337.300181388855
Highlighter,Home Appliances,Chobani,1420606472,339.1721248626709
Sharpener,Home Appliances,Chobani,1428304029,729.4077277183533
Notebook,Home Supplies,Chobani,1027307071,112.74838447570801
Journal,Personal Gadget,Chobani,1682972877,430.4090738296509
Diary,Food,Chobani,1801874460,985.721230506897
Printer,Home Appliances,Chobani,1657960193,475.8661389350891
Trashcan,Home Supplies,Chobani,1187192418,900.344729423523
Chair,Personal Gadget,Chobani,1143836254,550.4377484321594
Tape,Food,Chobani,1602669739,447.23647832870483
Eraser,Home Supplies,Chobani,1667506173,695.5243945121765
Iphone X,Home Supplies,Lactaid,1948025926,525.8160829544067
Ipad Pro,Personal Gadget,Lactaid,1743330502,24.596869945526123
Macbook Pro,Food,Lactaid,1360752433,575.7377743721008
XPS 13,Food,Lactaid,1263138258,981.3764095306396
Noise Cancelling Series 2,Food,Lactaid,1966595173,101.85730457305908
Inspiron,Office Supplies,Lactaid,1881660616,210.3402614593506
Macbook Air,Home Appliances,Lactaid,1769024064,139.623761177063
Chips,Home Appliances,Lactaid,1896280720,503.74382734298706
Milk,Home Appliances,Lactaid,1735219352,231.7107915878296
Yoghurt,Food,Lactaid,1437717939,545.4592108726501
Cheese,Food,Lactaid,1866088675,12.736976146697998
Chicken Breast,Office Supplies,Lactaid,1196380048,56.02598190307617
Frozen Pizza,Home Appliances,Lactaid,1665335150,620.236337184906
Bagels,Home Appliances,Lactaid,1213289806,237.62810230255127
Bread,Home Supplies,Lactaid,1042351337,500.4154443740845
Cookies,Home Appliances,Lactaid,1911010193,170.09198665618896
Sparkling Water,Home Supplies,Lactaid,1656069175,281.0900807380676
Energy Drink,Food,Lactaid,1865772616,582.9331874847412
Soda,Personal Gadget,Lactaid,1907827262,906.5658450126648
Root Beer,Home Supplies,Lactaid,1304589676,553.0539751052856
Juice,Personal Gadget,Lactaid,1862426627,225.78418254852295
Toilet Paper,Home Appliances,Lactaid,1818676651,497.6441264152527
Tooth Brush,Home Appliances,Lactaid,1975061058,392.08072423934937
Mouthwash,Home Supplies,Lactaid,1825799077,957.5138092041016
Toothpaste,Home Appliances,Lactaid,1550578184,357.31440782546997
Soap,Office Supplies,Lactaid,1288625168,223.4632968902588
Shampoo,Office Supplies,Lactaid,1799032450,152.4633765220642
Shower Gel,Office Supplies,Lactaid,1643827413,738.9739751815796
Dish Soap,Home Appliances,Lactaid,1381828220,659.2065095901489
Towels,Personal Gadget,Lactaid,1748213947,323.71610403060913
Cutlery,Personal Gadget,Lactaid,1685651340,951.3115882873535
Sanitizer,Home Supplies,Lactaid,1474864391,776.9590020179749
Laundry Detergent,Food,Lactaid,1202199316,670.2464818954468
Fabric Softener,Home Supplies,Lactaid,1856012232,26.419460773468018
Dishwasher,Food,Lactaid,1331421053,86.3502025604248
Refrigerator,Office Supplies,Lactaid,1972795147,140.49124717712402
TV,Food,Lactaid,1431169133,665.8229827880859
Sound System,Home Appliances,Lactaid,1128149138,689.8952126502991
Microwave,Office Supplies,Lactaid,1789076535,935.9937906265259
